farm_id,month,temperature,precipitation,soil_moisture,drought_index,risk_probability,terra_score,yield_t_ha
FARM-481,2022-04,28.1,35.9,15.3,0.563,0.6004,400,4.35
FARM-481,2022-05,34.2,53.7,23.6,0.574,0.575,425,4.31
FARM-481,2022-06,34.3,66.2,16.1,0.515,0.5867,413,4.26
FARM-481,2022-07,37.5,190.6,31.4,0.521,0.4897,510,4.72
FARM-481,2022-08,34.8,207.5,32.5,0.54,0.5478,452,4.2
FARM-481,2022-09,35.8,73.9,21.4,0.631,0.5853,415,4.0
FARM-481,2022-10,30.0,38.8,17.7,0.634,0.6393,361,3.78
FARM-481,2022-11,28.0,31.5,19.3,0.502,0.6148,385,4.32
FARM-481,2022-12,25.5,28.3,20.4,0.588,0.5515,449,4.24
FARM-481,2023-01,24.9,26.1,19.1,0.598,0.6292,371,3.75
FARM-481,2023-02,23.4,22.4,19.0,0.597,0.6737,326,4.06
FARM-481,2023-03,29.3,8.0,18.5,0.544,0.6377,362,4.21
FARM-481,2023-04,31.7,54.3,24.7,0.662,0.628,372,4.05
FARM-481,2023-05,32.5,29.6,17.5,0.654,0.7017,298,3.8
FARM-481,2023-06,35.2,162.8,28.4,0.668,0.6941,306,4.13
FARM-481,2023-07,36.9,160.7,31.8,0.61,0.6842,316,4.3
FARM-481,2023-08,32.7,260.9,33.5,0.693,0.7069,293,3.93
FARM-481,2023-09,32.4,199.0,27.7,0.678,0.7355,265,3.71
FARM-481,2023-10,29.6,20.5,13.4,0.743,0.7819,218,3.8
FARM-481,2023-11,27.9,52.4,18.6,0.712,0.7402,260,3.79
FARM-481,2023-12,25.2,30.3,10.8,0.78,0.8304,170,3.59
FARM-481,2024-01,24.3,31.3,16.5,0.787,0.8199,180,3.87
FARM-481,2024-02,24.0,54.4,24.4,0.751,0.7759,224,3.56
FARM-481,2024-03,24.8,14.0,16.1,0.821,0.7854,215,3.78
FARM-481,2024-04,29.7,34.2,18.7,0.851,0.7645,235,3.97
FARM-481,2024-05,35.3,92.6,26.3,0.798,0.7485,251,4.02
FARM-481,2024-06,35.8,67.3,23.2,0.86,0.8063,194,3.71
FARM-481,2024-07,35.5,121.0,28.5,0.859,0.7153,285,4.32
FARM-481,2024-08,36.7,224.2,29.5,0.814,0.6835,316,3.87
FARM-481,2024-09,34.2,246.9,36.6,0.832,0.6405,360,4.27
FARM-481,2024-10,29.4,91.0,22.2,0.823,0.6733,327,4.21
FARM-481,2024-11,27.6,48.4,17.3,0.914,0.6917,308,4.2
FARM-481,2024-12,25.0,30.1,17.6,0.848,0.6544,346,3.82
FARM-481,2025-01,23.5,29.8,23.4,0.843,0.639,361,4.15
FARM-481,2025-02,24.5,17.9,24.0,0.925,0.6116,388,4.03
FARM-481,2025-03,25.9,29.3,15.5,0.908,0.6214,379,4.39
FARM-481,2025-04,31.1,57.4,18.7,0.866,0.5482,452,4.12
FARM-481,2025-05,31.7,63.1,19.5,0.795,0.5285,472,4.57
FARM-481,2025-06,35.9,99.8,20.9,0.823,0.5696,430,4.16
FARM-481,2025-07,37.2,191.4,29.0,0.719,0.4948,505,4.37
FARM-481,2025-08,34.9,122.1,22.8,0.782,0.4456,554,4.67
FARM-481,2025-09,34.1,113.3,25.0,0.766,0.5121,488,4.22
FARM-481,2025-10,31.3,58.6,22.9,0.725,0.4508,549,4.13
FARM-481,2025-11,25.3,29.3,11.8,0.667,0.5025,498,4.47
FARM-481,2025-12,25.6,35.7,17.2,0.662,0.4753,525,4.68
FARM-481,2026-01,25.3,29.7,17.0,0.665,0.4785,521,4.26
FARM-481,2026-02,25.1,29.0,11.2,0.653,0.5293,471,4.5
FARM-481,2026-03,27.3,20.4,22.3,0.691,0.488,512,4.53
FARM-481,2026-04,33.1,25.9,15.8,0.672,0.4447,555,4.7
FARM-481,2026-05,32.6,31.6,18.2,0.648,0.4463,554,4.32
FARM-481,2026-06,36.1,151.3,31.7,0.641,0.4029,597,4.58
FARM-481,2026-07,34.5,65.6,13.5,0.641,0.523,477,4.51
FARM-481,2026-08,33.4,228.5,40.2,0.568,0.3936,606,4.36
FARM-482,2021-09,27.8,134.3,37.5,0.368,0.6866,313,4.55
FARM-482,2021-10,24.8,187.7,41.8,0.316,0.6427,357,4.93
FARM-482,2021-11,21.0,86.1,29.8,0.404,0.666,334,4.82
FARM-482,2021-12,17.9,47.5,31.9,0.344,0.6617,338,4.22
FARM-482,2022-01,20.5,32.2,33.3,0.268,0.6173,383,4.32
FARM-482,2022-02,19.5,58.6,36.4,0.295,0.5839,416,4.37
FARM-482,2022-03,22.6,86.3,38.0,0.272,0.5851,415,4.3
FARM-482,2022-04,26.0,24.2,27.3,0.275,0.5887,411,5.37
FARM-482,2022-05,28.4,130.3,35.8,0.286,0.5913,409,4.88
FARM-482,2022-06,31.5,366.5,58.5,0.226,0.5612,439,4.74
FARM-482,2022-07,30.6,324.3,56.8,0.26,0.516,484,5.21
FARM-482,2022-08,30.3,461.3,61.3,0.203,0.5279,472,5.11
FARM-482,2022-09,27.7,234.7,43.1,0.178,0.5184,482,4.74
FARM-482,2022-10,26.6,173.9,47.6,0.218,0.5682,432,4.54
FARM-482,2022-11,24.5,37.0,30.7,0.209,0.5826,417,4.63
FARM-482,2022-12,21.7,73.0,34.7,0.157,0.5481,452,4.49
FARM-482,2023-01,20.0,71.1,31.3,0.185,0.5739,426,4.53
FARM-482,2023-02,20.5,53.1,37.5,0.205,0.5975,402,5.02
FARM-482,2023-03,22.1,58.6,26.0,0.162,0.6224,378,4.73
FARM-482,2023-04,26.0,63.1,34.4,0.221,0.6633,337,4.81
FARM-482,2023-05,28.4,140.2,36.9,0.231,0.7082,292,4.93
FARM-482,2023-06,28.8,243.9,45.3,0.207,0.656,344,4.7
FARM-482,2023-07,31.2,325.3,56.2,0.21,0.6255,374,4.65
FARM-482,2023-08,30.6,88.2,40.1,0.266,0.6874,313,4.87
FARM-482,2023-09,29.5,303.7,53.5,0.231,0.7435,256,4.49
FARM-482,2023-10,28.1,152.5,48.8,0.242,0.7025,297,4.21
FARM-482,2023-11,25.4,102.1,40.3,0.371,0.7452,255,4.78
FARM-482,2023-12,20.5,56.7,25.1,0.234,0.8269,173,4.07
FARM-482,2024-01,19.9,39.1,35.2,0.31,0.7823,218,4.47
FARM-482,2024-02,20.0,48.1,32.2,0.357,0.8846,115,3.97
FARM-482,2024-03,23.3,75.4,37.1,0.305,0.8163,184,4.61
FARM-482,2024-04,25.6,81.2,33.3,0.375,0.8921,108,4.28
FARM-482,2024-05,29.0,187.5,42.2,0.377,0.8895,111,3.8
FARM-482,2024-06,29.8,215.5,45.7,0.415,0.8329,167,4.21
FARM-482,2024-07,32.0,265.0,51.7,0.37,0.8592,141,4.18
FARM-482,2024-08,30.5,412.8,62.9,0.364,0.8182,182,4.33
FARM-482,2024-09,29.0,240.5,52.9,0.475,0.861,139,3.99
FARM-482,2024-10,25.0,134.8,40.2,0.468,0.8843,116,4.02
FARM-482,2024-11,21.7,52.1,34.1,0.507,0.9408,59,3.99
FARM-482,2024-12,19.9,50.0,35.6,0.453,0.8533,147,4.04
FARM-482,2025-01,20.0,67.7,34.5,0.508,0.932,68,3.71
FARM-482,2025-02,19.6,41.8,33.6,0.521,0.8843,116,3.89
FARM-482,2025-03,21.6,42.4,34.8,0.441,0.8163,184,4.15
FARM-482,2025-04,24.3,62.8,33.2,0.391,0.8502,150,4.26
FARM-482,2025-05,29.5,93.9,35.9,0.468,0.8208,179,4.53
FARM-482,2025-06,31.3,327.5,53.8,0.395,0.7935,206,4.7
FARM-482,2025-07,31.3,441.9,66.7,0.404,0.7714,229,4.07
FARM-482,2025-08,30.1,219.8,47.7,0.441,0.8137,186,4.68
FARM-482,2025-09,29.2,271.7,48.2,0.449,0.7756,224,4.14
FARM-482,2025-10,26.1,64.7,37.2,0.463,0.7939,206,3.89
FARM-482,2025-11,23.3,98.1,33.3,0.492,0.7723,228,4.4
FARM-482,2025-12,21.5,24.8,32.7,0.454,0.7815,218,4.13
FARM-482,2026-01,22.1,53.4,33.1,0.429,0.7718,228,4.12
FARM-482,2026-02,21.8,82.7,35.2,0.422,0.7411,259,4.22
FARM-482,2026-03,22.2,40.7,27.0,0.404,0.8063,194,4.42
FARM-482,2026-04,27.5,100.0,35.8,0.453,0.6943,306,4.78
FARM-482,2026-05,28.9,156.0,39.2,0.333,0.734,266,4.42
FARM-482,2026-06,28.9,319.6,52.4,0.321,0.7064,294,4.37
FARM-482,2026-07,29.7,424.9,62.1,0.255,0.6683,332,4.53
FARM-482,2026-08,30.4,520.7,76.1,0.292,0.6637,336,4.72
FARM-483,2021-09,34.1,194.0,30.6,0.395,0.2866,713,1.32
FARM-483,2021-10,28.2,72.7,18.7,0.403,0.3425,658,1.42
FARM-483,2021-11,26.2,56.1,19.8,0.455,0.2681,732,1.43
FARM-483,2021-12,23.5,38.2,19.8,0.511,0.3839,616,1.26
FARM-483,2022-01,23.3,36.9,13.8,0.442,0.3504,650,1.55
FARM-483,2022-02,23.1,27.8,11.7,0.54,0.3755,625,1.29
FARM-483,2022-03,26.3,27.7,18.4,0.482,0.2779,722,1.45
FARM-483,2022-04,29.9,40.6,12.5,0.521,0.3636,636,1.25
FARM-483,2022-05,31.2,64.2,10.6,0.538,0.4341,566,1.4
FARM-483,2022-06,34.0,73.4,15.7,0.481,0.408,592,1.29
FARM-483,2022-07,34.3,161.1,24.0,0.491,0.39,610,1.38
FARM-483,2022-08,33.7,190.7,24.9,0.474,0.3905,609,1.33
FARM-483,2022-09,32.9,153.0,24.6,0.495,0.388,612,1.28
FARM-483,2022-10,29.1,112.5,23.6,0.544,0.4419,558,1.37
FARM-483,2022-11,24.7,38.5,16.2,0.561,0.4606,539,1.23
FARM-483,2022-12,24.5,30.4,15.3,0.593,0.4331,567,1.34
FARM-483,2023-01,23.2,39.2,12.7,0.676,0.4823,518,1.29
FARM-483,2023-02,25.0,35.6,14.8,0.574,0.455,545,1.32
FARM-483,2023-03,26.5,35.4,17.8,0.688,0.5399,460,1.23
FARM-483,2023-04,29.1,53.1,14.4,0.709,0.4926,507,1.23
FARM-483,2023-05,30.8,99.2,18.5,0.68,0.4272,573,1.18
FARM-483,2023-06,34.3,129.4,23.2,0.657,0.5219,478,1.23
FARM-483,2023-07,35.6,204.9,27.6,0.666,0.4165,583,1.25
FARM-483,2023-08,35.5,326.4,41.3,0.517,0.3605,640,1.36
FARM-483,2023-09,31.0,95.2,25.9,0.759,0.4677,532,1.25
FARM-483,2023-10,30.8,90.8,18.0,0.714,0.4708,529,1.2
FARM-483,2023-11,23.7,54.5,18.7,0.647,0.4418,558,1.16
FARM-483,2023-12,22.0,27.7,17.8,0.679,0.4289,571,1.26
FARM-483,2024-01,23.3,17.4,15.5,0.745,0.3789,621,1.33
FARM-483,2024-02,23.5,24.0,16.0,0.658,0.3791,621,1.32
FARM-483,2024-03,25.8,9.7,8.1,0.68,0.3765,623,1.3
FARM-483,2024-04,29.1,54.2,22.9,0.584,0.2493,751,1.49
FARM-483,2024-05,31.4,141.9,31.2,0.631,0.251,749,1.43
FARM-483,2024-06,35.3,157.4,25.5,0.588,0.2461,754,1.31
FARM-483,2024-07,33.3,207.7,25.0,0.614,0.2632,737,1.42
FARM-483,2024-08,33.9,77.1,17.7,0.538,0.2298,770,1.27
FARM-483,2024-09,31.4,148.9,25.7,0.548,0.2075,793,1.43
FARM-483,2024-10,28.8,103.7,26.5,0.523,0.1588,841,1.36
FARM-483,2024-11,26.5,33.1,16.3,0.57,0.1873,813,1.55
FARM-483,2024-12,21.5,55.1,18.0,0.63,0.1832,817,1.43
FARM-483,2025-01,22.7,36.8,12.4,0.572,0.1684,832,1.72
FARM-483,2025-02,22.6,28.8,16.4,0.558,0.1445,856,1.55
FARM-483,2025-03,27.9,38.0,15.8,0.519,0.1536,846,1.48
FARM-483,2025-04,28.4,62.9,19.3,0.518,0.1194,881,1.58
FARM-483,2025-05,31.9,120.2,20.4,0.47,0.0614,939,1.64
FARM-483,2025-06,32.1,146.0,23.6,0.509,0.0679,932,1.75
FARM-483,2025-07,34.8,253.3,38.7,0.387,0.0638,936,1.58
FARM-483,2025-08,33.0,287.1,33.7,0.316,0.0487,951,1.55
FARM-483,2025-09,32.7,158.4,29.7,0.416,0.0868,913,1.65
FARM-483,2025-10,29.3,27.6,11.1,0.401,0.155,845,1.42
FARM-483,2025-11,24.2,71.4,17.8,0.443,0.1116,888,1.52
FARM-483,2025-12,23.2,18.7,14.7,0.405,0.1248,875,1.46
FARM-483,2026-01,25.5,38.6,12.0,0.435,0.1553,845,1.39
FARM-483,2026-02,23.5,44.8,15.6,0.436,0.1117,888,1.53
FARM-483,2026-03,24.9,31.2,14.8,0.429,0.2067,793,1.4
FARM-483,2026-04,28.4,57.6,18.4,0.35,0.1594,841,1.49
FARM-483,2026-05,31.0,69.3,18.0,0.374,0.1684,832,1.5
FARM-483,2026-06,34.4,64.0,16.0,0.381,0.2185,782,1.55
FARM-483,2026-07,33.4,176.4,23.9,0.386,0.1686,831,1.46
FARM-483,2026-08,33.6,143.7,23.6,0.412,0.1682,832,1.61
FARM-484,2021-09,25.3,92.3,19.4,0.51,0.98,20,4.04
FARM-484,2021-10,25.0,45.4,12.9,0.509,0.9686,31,3.8
FARM-484,2021-11,21.3,39.8,10.9,0.491,0.9095,91,3.98
FARM-484,2021-12,21.5,29.4,19.2,0.587,0.8986,101,4.3
FARM-484,2022-01,17.4,13.4,12.9,0.435,0.9166,83,4.39
FARM-484,2022-02,20.4,10.4,11.0,0.485,0.9201,80,4.22
FARM-484,2022-03,21.7,19.0,11.7,0.426,0.9015,98,4.0
FARM-484,2022-04,26.8,43.7,11.1,0.44,0.8774,123,4.19
FARM-484,2022-05,27.4,87.2,16.5,0.382,0.8519,148,4.6
FARM-484,2022-06,32.2,15.4,15.5,0.351,0.8998,100,4.52
FARM-484,2022-07,32.6,248.2,25.3,0.334,0.7403,260,4.6
FARM-484,2022-08,32.0,173.6,21.0,0.342,0.8072,193,4.09
FARM-484,2022-09,28.7,147.8,21.2,0.391,0.8616,138,4.46
FARM-484,2022-10,24.7,48.2,9.6,0.363,0.8713,129,4.18
FARM-484,2022-11,21.4,48.2,18.6,0.397,0.8839,116,3.78
FARM-484,2022-12,21.1,17.7,16.8,0.537,0.9216,78,3.91
FARM-484,2023-01,18.0,23.2,11.7,0.455,0.9394,61,4.03
FARM-484,2023-02,19.5,10.4,5.0,0.394,0.9265,74,3.94
FARM-484,2023-03,24.4,8.9,10.7,0.546,0.9401,60,4.06
FARM-484,2023-04,24.2,42.0,19.3,0.363,0.9018,98,4.43
FARM-484,2023-05,29.6,68.4,11.9,0.406,0.9736,26,4.13
FARM-484,2023-06,33.7,111.2,21.6,0.374,0.9412,59,4.23
FARM-484,2023-07,32.0,184.3,28.7,0.444,0.9586,41,3.88
FARM-484,2023-08,31.7,32.9,11.1,0.469,0.98,20,3.87
FARM-484,2023-09,29.0,146.3,20.0,0.434,0.98,20,3.82
FARM-484,2023-10,26.0,92.4,9.8,0.521,0.98,20,3.74
FARM-484,2023-11,22.1,36.7,9.6,0.498,0.98,20,4.32
FARM-484,2023-12,18.0,13.4,13.5,0.504,0.98,20,4.05
FARM-484,2024-01,19.8,19.7,10.0,0.574,0.98,20,3.77
FARM-484,2024-02,18.9,13.7,6.3,0.485,0.98,20,3.89
FARM-484,2024-03,19.4,13.7,9.0,0.53,0.98,20,3.89
FARM-484,2024-04,25.5,28.8,11.9,0.577,0.98,20,4.04
FARM-484,2024-05,32.0,72.5,19.9,0.519,0.98,20,3.57
FARM-484,2024-06,29.9,141.7,21.2,0.567,0.98,20,3.85
FARM-484,2024-07,29.6,77.1,19.3,0.59,0.98,20,4.11
FARM-484,2024-08,31.0,258.7,28.6,0.595,0.98,20,3.76
FARM-484,2024-09,28.2,125.7,18.7,0.549,0.98,20,3.52
FARM-484,2024-10,25.8,24.9,12.5,0.644,0.98,20,3.78
FARM-484,2024-11,23.4,25.6,14.4,0.658,0.98,20,3.76
FARM-484,2024-12,21.8,30.3,8.2,0.655,0.98,20,4.12
FARM-484,2025-01,19.8,31.1,14.3,0.689,0.98,20,3.57
FARM-484,2025-02,17.6,19.3,11.1,0.711,0.98,20,3.94
FARM-484,2025-03,20.3,27.1,8.3,0.682,0.98,20,3.94
FARM-484,2025-04,26.2,38.9,12.8,0.665,0.98,20,4.15
FARM-484,2025-05,28.4,69.6,10.2,0.718,0.98,20,4.2
FARM-484,2025-06,30.7,111.8,13.8,0.682,0.98,20,4.06
FARM-484,2025-07,28.3,216.2,28.2,0.678,0.98,20,3.65
FARM-484,2025-08,32.7,87.5,18.0,0.633,0.98,20,3.65
FARM-484,2025-09,24.8,99.6,13.2,0.631,0.98,20,4.33
FARM-484,2025-10,24.3,84.6,15.4,0.655,0.9399,60,4.08
FARM-484,2025-11,23.5,5.5,10.4,0.571,0.98,20,3.85
FARM-484,2025-12,19.5,29.5,17.0,0.633,0.96,40,4.2
FARM-484,2026-01,21.5,12.9,13.6,0.58,0.98,20,4.08
FARM-484,2026-02,21.5,17.7,12.6,0.605,0.98,20,4.23
FARM-484,2026-03,20.5,15.0,14.0,0.578,0.9491,51,3.9
FARM-484,2026-04,26.4,9.5,10.6,0.621,0.9588,41,3.95
FARM-484,2026-05,27.5,48.9,11.1,0.581,0.98,20,4.02
FARM-484,2026-06,30.2,109.0,17.4,0.49,0.9173,83,4.06
FARM-484,2026-07,32.4,200.7,24.3,0.45,0.9022,98,4.12
FARM-484,2026-08,33.3,236.1,24.5,0.397,0.9163,84,3.75
FARM-485,2021-09,29.7,109.5,47.2,0.4,0.2247,775,2.22
FARM-485,2021-10,28.0,39.8,33.2,0.399,0.1865,813,2.35
FARM-485,2021-11,23.2,31.9,37.7,0.481,0.2361,764,2.33
FARM-485,2021-12,24.4,35.1,35.6,0.414,0.2531,747,2.37
FARM-485,2022-01,22.4,12.2,37.2,0.446,0.259,741,2.31
FARM-485,2022-02,25.5,15.1,38.2,0.483,0.2397,760,2.43
FARM-485,2022-03,27.4,42.8,31.6,0.462,0.2006,799,2.3
FARM-485,2022-04,28.5,20.3,34.1,0.413,0.2089,791,2.51
FARM-485,2022-05,32.2,67.4,38.3,0.389,0.1702,830,2.41
FARM-485,2022-06,32.8,44.1,35.3,0.462,0.1658,834,2.45
FARM-485,2022-07,33.0,207.0,50.4,0.349,0.1059,894,2.55
FARM-485,2022-08,33.9,207.8,49.0,0.364,0.1249,875,2.5
FARM-485,2022-09,30.1,93.9,42.9,0.368,0.0734,927,2.62
FARM-485,2022-10,26.7,31.8,31.4,0.279,0.07,930,2.54
FARM-485,2022-11,25.0,31.1,39.1,0.425,0.1278,872,2.35
FARM-485,2022-12,24.7,20.3,30.9,0.302,0.0524,948,2.57
FARM-485,2023-01,22.1,31.4,28.8,0.326,0.0558,944,2.62
FARM-485,2023-02,24.3,19.8,34.7,0.28,0.0246,975,2.89
FARM-485,2023-03,24.9,13.1,34.5,0.275,0.02,980,2.79
FARM-485,2023-04,28.3,24.5,31.0,0.27,0.0346,965,2.74
FARM-485,2023-05,32.2,76.2,39.2,0.287,0.02,980,2.87
FARM-485,2023-06,34.5,61.9,36.6,0.181,0.02,980,2.8
FARM-485,2023-07,34.3,185.5,44.0,0.169,0.02,980,2.74
FARM-485,2023-08,32.3,109.5,38.9,0.216,0.02,980,2.45
FARM-485,2023-09,32.5,112.7,42.1,0.146,0.02,980,2.6
FARM-485,2023-10,29.2,58.0,37.7,0.198,0.02,980,2.75
FARM-485,2023-11,24.5,39.6,34.3,0.14,0.02,980,2.78
FARM-485,2023-12,22.6,33.3,36.4,0.137,0.02,980,2.69
FARM-485,2024-01,22.1,18.9,31.1,0.127,0.02,980,2.61
FARM-485,2024-02,24.7,27.9,36.4,0.184,0.02,980,2.93
FARM-485,2024-03,27.2,27.2,32.3,0.161,0.02,980,2.5
FARM-485,2024-04,29.2,27.2,38.3,0.064,0.02,980,2.8
FARM-485,2024-05,29.8,38.7,34.3,0.06,0.02,980,2.52
FARM-485,2024-06,33.7,157.9,42.8,0.118,0.02,980,2.73
FARM-485,2024-07,34.5,97.7,42.5,0.097,0.02,980,2.75
FARM-485,2024-08,34.7,135.6,43.4,0.122,0.02,980,2.68
FARM-485,2024-09,32.4,143.4,38.5,0.169,0.02,980,2.61
FARM-485,2024-10,28.9,72.7,35.2,0.138,0.0415,959,2.5
FARM-485,2024-11,24.3,24.4,28.9,0.21,0.0596,940,2.63
FARM-485,2024-12,22.8,29.6,37.9,0.255,0.0764,924,2.65
FARM-485,2025-01,22.9,20.5,31.5,0.213,0.0398,960,2.7
FARM-485,2025-02,22.9,21.0,36.3,0.185,0.0575,942,2.73
FARM-485,2025-03,23.4,22.4,30.8,0.259,0.0822,918,2.63
FARM-485,2025-04,28.6,35.4,30.6,0.196,0.0927,907,2.53
FARM-485,2025-05,32.3,57.4,35.3,0.201,0.0767,923,2.31
FARM-485,2025-06,32.8,140.7,45.1,0.283,0.0751,925,2.5
FARM-485,2025-07,33.1,119.9,40.0,0.225,0.0597,940,2.47
FARM-485,2025-08,32.8,202.7,44.8,0.274,0.0571,943,2.6
FARM-485,2025-09,33.1,150.3,45.3,0.387,0.0642,936,2.52
FARM-485,2025-10,27.8,62.4,37.8,0.382,0.1813,819,2.41
FARM-485,2025-11,26.5,15.1,32.4,0.283,0.0731,927,2.64
FARM-485,2025-12,23.5,22.7,36.9,0.398,0.1222,878,2.74
FARM-485,2026-01,23.2,8.4,28.8,0.375,0.079,921,2.57
FARM-485,2026-02,23.3,24.8,34.6,0.459,0.1203,880,2.41
FARM-485,2026-03,24.2,19.7,38.7,0.463,0.0256,974,2.46
FARM-485,2026-04,27.1,22.9,32.9,0.433,0.0988,901,2.69
FARM-485,2026-05,30.5,50.8,36.0,0.474,0.0721,928,2.83
FARM-485,2026-06,32.9,130.6,44.7,0.387,0.02,980,2.71
FARM-485,2026-07,35.1,172.3,47.6,0.436,0.02,980,2.65
FARM-485,2026-08,35.6,208.4,51.7,0.402,0.02,980,2.49
FARM-486,2021-09,28.5,56.1,41.2,0.229,0.1551,845,2.34
FARM-486,2021-10,26.7,24.9,36.9,0.145,0.1628,837,2.35
FARM-486,2021-11,23.7,16.7,36.2,0.117,0.0861,914,2.45
FARM-486,2021-12,24.4,13.7,26.1,0.129,0.1681,832,2.31
FARM-486,2022-01,22.1,14.9,35.4,0.109,0.085,915,2.56
FARM-486,2022-02,23.1,15.7,32.0,0.163,0.1546,845,2.53
FARM-486,2022-03,26.7,10.3,37.5,0.156,0.1606,839,2.16
FARM-486,2022-04,28.1,19.0,35.5,0.186,0.1547,845,2.44
FARM-486,2022-05,30.2,14.6,39.5,0.136,0.1157,884,2.22
FARM-486,2022-06,33.0,55.5,34.4,0.156,0.1231,877,2.7
FARM-486,2022-07,35.1,72.5,44.6,0.145,0.145,855,2.57
FARM-486,2022-08,33.7,78.9,42.3,0.045,0.1201,880,2.38
FARM-486,2022-09,33.2,50.9,36.9,0.039,0.1217,878,2.35
FARM-486,2022-10,30.0,38.1,34.3,0.157,0.1388,861,2.6
FARM-486,2022-11,26.1,11.8,28.2,0.176,0.183,817,2.26
FARM-486,2022-12,21.6,9.2,40.0,0.119,0.1791,821,2.31
FARM-486,2023-01,20.6,10.2,33.7,0.179,0.2989,701,2.28
FARM-486,2023-02,21.6,7.8,35.3,0.2,0.2541,746,2.38
FARM-486,2023-03,23.8,11.4,37.3,0.212,0.3183,682,1.93
FARM-486,2023-04,29.1,4.7,29.8,0.204,0.2665,733,2.36
FARM-486,2023-05,30.2,17.5,33.2,0.282,0.3873,613,2.17
FARM-486,2023-06,33.2,53.5,35.9,0.298,0.3759,624,2.09
FARM-486,2023-07,32.4,56.7,38.7,0.285,0.3917,608,1.88
FARM-486,2023-08,32.9,73.0,41.7,0.293,0.3986,601,1.95
FARM-486,2023-09,29.1,21.1,26.7,0.303,0.434,566,1.9
FARM-486,2023-10,28.1,32.2,38.2,0.387,0.4464,554,1.95
FARM-486,2023-11,26.2,18.1,33.1,0.267,0.4402,560,2.06
FARM-486,2023-12,21.8,12.8,38.6,0.308,0.4447,555,1.9
FARM-486,2024-01,20.7,10.8,32.1,0.387,0.4925,507,1.91
FARM-486,2024-02,23.1,12.9,37.3,0.371,0.4767,523,1.91
FARM-486,2024-03,23.9,10.7,34.7,0.346,0.497,503,1.96
FARM-486,2024-04,26.9,10.3,28.9,0.408,0.5244,476,1.83
FARM-486,2024-05,29.5,12.1,33.5,0.485,0.5096,490,1.82
FARM-486,2024-06,32.1,52.8,35.4,0.429,0.5347,465,1.95
FARM-486,2024-07,35.3,47.6,37.6,0.337,0.4746,525,1.72
FARM-486,2024-08,35.3,62.2,38.4,0.43,0.4635,537,1.99
FARM-486,2024-09,29.3,32.0,36.7,0.446,0.5108,489,1.97
FARM-486,2024-10,29.5,23.1,35.0,0.441,0.5041,496,1.86
FARM-486,2024-11,22.1,8.9,35.7,0.429,0.4303,570,2.04
FARM-486,2024-12,25.9,11.3,33.4,0.377,0.4961,504,1.88
FARM-486,2025-01,22.4,9.2,33.1,0.486,0.4737,526,1.92
FARM-486,2025-02,22.1,7.1,32.9,0.473,0.4624,538,1.86
FARM-486,2025-03,22.1,6.2,38.4,0.37,0.4151,585,1.98
FARM-486,2025-04,28.1,10.2,35.3,0.399,0.3718,628,2.19
FARM-486,2025-05,29.3,32.9,35.0,0.378,0.379,621,1.96
FARM-486,2025-06,34.2,48.5,39.3,0.373,0.3873,613,2.02
FARM-486,2025-07,34.8,3.6,27.3,0.375,0.4031,597,2.05
FARM-486,2025-08,33.6,82.2,43.2,0.384,0.438,562,1.83
FARM-486,2025-09,29.7,48.4,36.6,0.294,0.3375,662,2.15
FARM-486,2025-10,25.2,29.4,33.8,0.34,0.3819,618,2.03
FARM-486,2025-11,24.9,16.4,32.5,0.292,0.3802,620,1.99
FARM-486,2025-12,23.5,20.4,35.4,0.296,0.3749,625,2.0
FARM-486,2026-01,22.2,8.0,39.1,0.242,0.3411,659,2.14
FARM-486,2026-02,22.9,13.8,32.6,0.292,0.3714,629,2.33
FARM-486,2026-03,24.8,12.4,32.8,0.278,0.3971,603,2.21
FARM-486,2026-04,26.5,14.3,33.6,0.202,0.3952,605,1.98
FARM-486,2026-05,31.0,21.1,34.4,0.259,0.4052,595,2.07
FARM-486,2026-06,34.3,49.6,36.0,0.217,0.3808,619,1.95
FARM-486,2026-07,33.9,61.5,37.5,0.106,0.3815,618,2.12
FARM-486,2026-08,32.6,40.7,40.2,0.134,0.4326,567,2.01
FARM-487,2021-09,30.1,70.4,22.6,0.666,0.3259,674,4.23
FARM-487,2021-10,29.4,34.3,24.2,0.715,0.3377,662,3.91
FARM-487,2021-11,22.8,15.4,25.4,0.677,0.3038,696,4.21
FARM-487,2021-12,22.4,11.9,24.5,0.617,0.2873,713,4.36
FARM-487,2022-01,23.0,9.4,23.7,0.678,0.2886,711,4.41
FARM-487,2022-02,22.9,28.5,25.9,0.627,0.246,754,3.96
FARM-487,2022-03,25.4,11.8,20.1,0.669,0.326,674,4.0
FARM-487,2022-04,27.3,18.6,23.3,0.641,0.27,730,4.33
FARM-487,2022-05,30.0,57.6,25.9,0.56,0.1339,866,4.83
FARM-487,2022-06,30.5,76.0,25.1,0.59,0.1423,858,4.78
FARM-487,2022-07,33.2,109.8,28.7,0.592,0.1526,847,4.4
FARM-487,2022-08,31.8,155.7,36.9,0.543,0.1652,835,4.47
FARM-487,2022-09,28.3,59.1,25.1,0.506,0.1274,873,4.68
FARM-487,2022-10,27.5,31.1,23.8,0.51,0.0783,922,4.53
FARM-487,2022-11,24.4,27.3,22.8,0.476,0.0525,947,5.03
FARM-487,2022-12,22.8,29.4,26.8,0.518,0.0988,901,4.73
